HPO-ID	DATABASE-NAME	EXTERNAL-ID	EXTERNAL-NAME
HP:0030160	UMLS	C0007860	{'Cervicitis, Uterine', 'Cervicitides, Uterine', 'cervix inflammation', 'Uterine cervix inflammation', 'Cervicitides', 'Uterine Cervicitis', 'Uterine Cervicitides', 'TRACHELITIS', 'UTERINE CERVIX, INFLAMMATION', 'inflammation of cervix', 'Cervicitis', 'CERVICITIS', 'Uterine cervicitis', 'inflammation cervix', 'cervicitis'}
HP:0030161	SNOMEDCT_US	34363003	Pruritus of vagina
HP:0030161	UMLS	C0042256	{'vaginal itch', 'vaginal itching', 'VAGINAL ITCHING', 'Vaginal pruritus', 'VAGINA ITCHING', 'vagina itch', 'itching of vagina', 'Vaginal Itching', 'VAGINAL PRURITUS', 'vagina itching'}
HP:0030162	UMLS	C4022604	{'Glomerulomegaly'}
HP:0030164	SNOMEDCT_US	43922008	Jaw claudication
HP:0030164	UMLS	C0239064	{'Jaw claudication', 'CLAUDICATION, JAW', 'Jaw pain while chewing'}
HP:0030165	UMLS	C4022602	{'Temporal artery tortuosity'}
HP:0030166	SNOMEDCT_US	42984000	Night sweats
HP:0030166	UMLS	C0028081	{'nights sweats', 'night sweating', 'Night sweats', 'Night Sweating', 'Nocturnal hyperhidrosis', 'NIGHT SWEAT', 'night sweat', 'night sweats', 'NIGHT SWEATS', 'Night Sweats'}
HP:0030167	UMLS	C4021051	{'Serum antimitochrondrial antibodies', 'Antimitochondrial antibody positivity'}
HP:0030169	MSH	D004932	Esophageal and Gastric Varices
HP:0030169	SNOMEDCT_US	91109007	Gastric varices
HP:0030169	UMLS	C0017145	{'Varices gastriques (diagnostic)', 'Gastric varices', 'Varici gastriche', 'Gastric Varices', 'Varici gastriche (diagnosi)', 'gastric varix', 'Gastric varix', 'Gastric Varix', 'GASTRIC VARICES', 'gastric varices', 'Varix, Gastric', 'Varices, Gastric', 'Gastric varices (diagnosis)', 'Varices gastriques'}
HP:0030170	UMLS	C4022601	{'Cystic artery pseudoaneurysm'}
HP:0030171	SNOMEDCT_US	197824007	Perinephric hematoma
HP:0030171	UMLS	C0473124	{'Perinephric Hematoma', 'perirenal hematoma', 'perinephric hematoma', 'Perirenal hematoma'}
HP:0030172	UMLS	C4022600	{'Peripheral amyelination'}
HP:0030174	UMLS	C4022599	{'Increased peripheral myelin thickness'}
HP:0030175	UMLS	C4020904	{'Tomacula', 'Myelin tomacula'}
HP:0030176	UMLS	C4022598	{'Asymmetric peripheral demyelination'}
HP:0030180	SNOMEDCT_US	414949005	Oppenheim's reflex (finding)
HP:0030180	UMLS	C1532837	{'Oppenheim reflex', 'Oppenheim sign'}
HP:0030181	UMLS	C4021048	{'Gordon sign', 'Gordon reflex'}
HP:0030183	UMLS	C4021047	{'Impaired visually enhanced vestibulo-ocular reflex', 'VVOR impairment', 'Visually enhanced vestibulo-ocular reflex impairment'}
HP:0030185	UMLS	C4022594	{'Isometric tremor'}
HP:0030185	UMLS	C4280303	{'Dystonia tremor'}
HP:0030190	UMLS	C4022592	{'Oral motor hypotonia'}
HP:0030192	UMLS	C4022591	{'Fatigable weakness of bulbar muscles'}
HP:0030193	UMLS	C4022590	{'Fatigable weakness of chewing muscles'}
HP:0030194	UMLS	C4022589	{'Fatigable weakness of speech muscles'}
HP:0030195	UMLS	C4022588	{'Fatigable weakness of swallowing muscles'}
HP:0030196	UMLS	C4022587	{'Fatigable weakness of respiratory muscles'}
HP:0030197	UMLS	C4022586	{'Fatigable weakness of skeletal muscles'}
HP:0030198	UMLS	C4022585	{'Fatigable weakness of distal limb muscles'}
HP:0030199	UMLS	C4022584	{'Fatigable weakness of neck muscles'}
HP:0030200	UMLS	C4022583	{'Fatiguable weakness of proximal limb muscles'}
HP:0030201	UMLS	C4022582	{'Response to drugs acting on neuromuscular transmission'}
HP:0030202	UMLS	C4022581	{'Favorable response of weakness to acetylcholine esterase inhibitors'}
HP:0030203	UMLS	C4022580	{'Unfavorable response of muscle weakness to acetylcholine esterase inhibitors'}
HP:0030205	UMLS	C4021045	{'Increased jitter at single fibre EMG', 'Increased jitter at single fibre electromyography'}
HP:0030206	UMLS	C4022579	{'EMG: incremental response of compound muscle action potential to repetitive nerve stimulation'}
HP:0030207	MSH	D005409	Flail Chest
HP:0030207	SNOMEDCT_US	12025005	Paradoxical respiration
HP:0030207	SNOMEDCT_US	78011002	Flail chest
HP:0030207	UMLS	C0016196	{'flail chest', 'Flail Chest', 'Chest, Flail', 'chest flail', 'Chest, Stove-in', 'chest flailed', 'Stove-in Chest', 'Flail chest', 'Stove in Chest'}
HP:0030207	UMLS	C0231852	{'Paradoxical breathing', 'paradoxical respiration', 'Paradoxical respiration', 'paradoxical respirations', 'paradoxical breathing'}
HP:0030208	UMLS	C4022578	{'Acetylcholine receptor antibody positivity'}
HP:0030209	UMLS	C4022577	{'Ca channel antibody positivity', 'Calcium channel antibody positivity', 'Ca2+ channel antibody positivity'}
HP:0030210	UMLS	C4021044	{'Muscle specific kinase antibody positivity', 'Anti-MUSK antibodies'}
HP:0030211	UMLS	C4022576	{'Slow pupillary light response'}
HP:0030212	SNOMEDCT_US	247968005	Compulsive hoarding
HP:0030212	UMLS	C0424290	{'compulsive hoarding', 'Compulsive hoarding', 'Collectionism'}
HP:0030213	SNOMEDCT_US	6140007	Blunted affect
HP:0030213	UMLS	C0233469	{'blunted affect', 'Blunted Affect', 'Restricted Range of Emotion', 'emotional indifference', 'Blunted affect', 'Emotional blunting'}
HP:0030214	SNOMEDCT_US	73744004	Hypersexuality state
HP:0030214	UMLS	C0312420	{'hypersexuality', 'Hypersexuality state', 'Hypersexuality'}
HP:0030214	UMLS	C0679145	{'sexual addiction', 'addiction sexual', 'addiction sex', 'addictions sexual', 'Sex addiction', 'addictions sex', 'sex addiction'}
HP:0030215	UMLS	C0860609	{'Inappropriate crying'}
HP:0030216	UMLS	C4022575	{'Inertia'}
HP:0030217	UMLS	C4022574	{'Limb apraxia'}
HP:0030218	UMLS	C1963933	{'Punding'}
HP:0030219	MSH	D057180	Frontotemporal Dementia
HP:0030219	SNOMEDCT_US	230288001	Semantic dementia
HP:0030219	UMLS	C0338462	{'Dementia, Semantic', 'Semantic Dementia', 'Dementias, Semantic', 'Semantic Dementias', 'Semantic dementia'}
HP:0030220	UMLS	C2220010	{'Socially inappropriate behavior'}
HP:0030221	UMLS	C0241314	{'cravings sweet', 'SWEET CRAVING', 'craving sweets', 'Sweet craving', 'crave sweets', 'sweet craving', 'craves sweets'}
HP:0030222	MSH	D000377	Agnosia
HP:0030222	SNOMEDCT_US	25762009	Visual agnosia
HP:0030222	UMLS	C0234502	{'Visual Agnosias', 'Visual agnosia', 'Visual Agnosia', 'Agnosias, Visual', 'Agnosia Visual', 'Agnosia, Visual', 'visual agnosia', 'visual agnosias', 'agnosia visual', 'VISUAL AGNOSIA'}
HP:0030223	SNOMEDCT_US	44515000	Perseveration
HP:0030223	UMLS	C0233651	{'Perseverative behavior', 'Repetitions', 'Perseveration', 'Perseverations', 'Perseverative behaviour', 'perseveration'}
HP:0030224	UMLS	C4022573	{'Abnormal muscle fiber desmin'}
HP:0030225	UMLS	C4021043	{'Accumulation of muscle fiber desmin', 'Muscle fiber desmin-reactive inclusion bodies'}
HP:0030226	UMLS	C4022572	{'Abnormal muscle fiber myotilin'}
HP:0030227	UMLS	C4022571	{'Accumulation of muscle fiber myotilin'}
HP:0030228	UMLS	C4022570	{'Abnormal muscle fiber valosin-containing protein'}
HP:0030229	UMLS	C4022569	{'Accumulation of muscle fiber valosin-containing protein'}
HP:0030230	UMLS	C4022568	{'Central core regions in muscle fibers'}
HP:0030231	UMLS	C4022567	{'Glycogen accumulation in muscle fiber lysosomes'}
HP:0030232	UMLS	C4022566	{'Increased sarcoplasmic glycogen'}
HP:0030233	UMLS	C4021042	{'Bethlem sign', 'Bethlem phenomenon'}
HP:0030234	UMLS	C4022565	{'Highly elevated creatine kinase', 'Highly elevated creatine phosphokinase', 'Highly elevated CPK', 'Highly elevated serum CPK', 'Highly elevated serum phosph-CK', 'Highly elevated serum CK'}
HP:0030235	UMLS	C4022564	{'Extremely high CPK level', 'Extremely elevated creatine kinase', 'Extremely elevated phospho-CK serum level', 'Extremely elevated serum CK level', 'Extremely elevated CPK', 'Extremely elevated creatine phosphokinase'}
HP:0030241	UMLS	C1868170	{'obsolete Hypoplasia of deltoid muscle', 'Hypoplasia of deltoid muscle', 'Deltoid muscle hypoplasia'}
HP:0030242	SNOMEDCT_US	17920008	Portal vein thrombosis
HP:0030242	UMLS	C0155773	{'THROMBOSIS, PORTAL VEIN', 'Portal Vein Thrombosis', 'Thrombosis of the portal vein', 'portal thrombosis', 'portal vein thrombosis', 'Portal vein thrombosis', 'thrombosis portal vein', 'Blood clot in portal vein', 'portal thrombosis vein', 'pylethrombosis'}
HP:0030247	UMLS	C4022560	{'Blood clot in splanchnic vein', 'Splanchnic vein thrombosis', 'Splanchnic Vein Thrombosis'}
HP:0030243	MSH	D006502	Budd-Chiari Syndrome
HP:0030243	SNOMEDCT_US	38739001	Hepatic vein thrombosis
HP:0030243	UMLS	C0019154	"{'Hepatic Vein Thrombosis', 'hepatic vein obstruction', 'chiari syndromes', 'budd chiari syndrome', 'Vein Thrombosis, Hepatic', 'chiari syndrome', 'Vein Thromboses, Hepatic', 'hepatic vein thrombosis', 'Hepatic vein thrombosis', 'Hepatic Vein Thromboses', 'budd-chiari syndrome', ""chiari's syndrome"", 'Blood clot in liver vein', ""budd chiari's syndrome"", 'Thrombosis, Hepatic Vein', 'HEPATIC VEIN OBSTRUCTION', 'Hepatic venous thrombosis', 'Thromboses, Hepatic Vein'}"
HP:0030244	UMLS	C4021041	{'Maternal fever in pregnancy', 'Maternal fever during pregnancy'}
HP:0030245	UMLS	C3829514	{'Maternal fever during labor', 'Intrapartum Pyrexia', 'Intrapartum Fever', 'Intrapartum fever'}
HP:0030246	UMLS	C4022561	{'Maternal first trimester fever'}
HP:0030248	MSH	D065666	Mesenteric Ischemia
HP:0030248	SNOMEDCT_US	95446005	Thrombosis of mesenteric vein
HP:0030248	UMLS	C0267412	{'Mesenteric Venous Thromboses', 'Mesenteric venous thrombosis', 'mesenteric venous thrombosis', 'Mesenteric vein thrombosis', 'THROMBOSIS MESENTERIC VESSEL', 'thrombosis mesenteric', 'mesenteric thrombus', 'THROMBOSIS MESENTERIC VEIN', 'Venous Thromboses, Mesenteric', 'Thrombosis, Mesenteric Venous', 'Venous Thrombosis, Mesenteric', 'Thromboses, Mesenteric Venous', 'VEIN THROMBOSIS MESENTERIC', 'Blood clot in mesentertic vein', 'mesenteric vein thrombosis', 'mesenteric thrombosis', 'Mesenteric Venous Thrombosis'}
HP:0030249	SNOMEDCT_US	5862001	Mucous membrane eruption
HP:0030249	UMLS	C0014034	{'enanthema', 'Enanthema', 'Enanthem', 'ENANTHEMA', 'enanthem'}
HP:0030250	UMLS	C0856628	{'pulmonary granulomatosis', 'Pulmonary granulomatosis'}
HP:0030251	UMLS	C4022559	{'Absence of memory B cells'}
HP:0030252	UMLS	C4022558	{'Absence of mature B cells'}
HP:0030253	UMLS	C4022557	{'Defective T cell proliferation'}
HP:0030254	UMLS	C0877087	{'Nail bed hemorrhage'}
HP:0030257	UMLS	C4021040	{'Freckled genitalia', 'Genitalia, ephelides'}
HP:0030258	UMLS	C4020713	{'Penile melanosis'}
HP:0030258	UMLS	C4022554	{'Increased genital pigmentation', 'Hyperpigmented genitalia'}
HP:0030259	UMLS	C4022553	{'Decreased genital pigmentation', 'Hypopigmented genitalia'}
HP:0030260	SNOMEDCT_US	276333003	Small penis
HP:0030260	UMLS	C0240701	{'PENIS, SMALL', 'Small penis', 'Microphallus', 'microphallus', 'small penis', 'penis small'}
HP:0030261	SNOMEDCT_US	204908001	Aplasia of penis
HP:0030261	SNOMEDCT_US	59981001	Congenital absence of penis
HP:0030261	UMLS	C0555231	{'Aplasia of the penis', 'Penis aplasia', 'obsolete Aplasia of the penis'}
HP:0030262	UMLS	C4022552	{'Narrow penis'}
HP:0030263	UMLS	C1407019	{'Torsion of the penis'}
HP:0030264	SNOMEDCT_US	253852007	Webbed penis
HP:0030264	UMLS	C0431670	{'webbed penis', 'penis webbing', 'penis webbed', 'Webbed penis'}
HP:0030265	UMLS	C4022551	{'Wide penis'}
HP:0030267	UMLS	C4022549	{'Calcification of the interosseus membrane of the forearm'}
HP:0030268	UMLS	C4022548	{'Hyperplastic callus formation'}
HP:0030269	UMLS	C2676198	{'Elevated serum IGF1', 'Increased serum insulin-like growth factor 1', 'Increased serum IGF1'}
HP:0030352	UMLS	C4072896	{'Abnormal serum insulin-like growth factor 1 level'}
HP:0030270	UMLS	C4022547	{'Elevated red cell adenosine deaminase activity'}
HP:0030271	UMLS	C4022546	{'Reduced erythrocyte 2,3-diphosphoglycerate concentration'}
HP:0030273	UMLS	C4022544	{'Reduced red cell adenosine deaminase activity'}
HP:0030274	UMLS	C4022543	{'Extra scrotum', 'Accessory scrotum'}
HP:0030275	UMLS	C4022542	{'Ectopic scrotum', 'Abnormal scrotum position'}
HP:0030276	SNOMEDCT_US	204912007	Hypoplasia of scrotum
HP:0030276	UMLS	C0431659	{'Smaller than typical growth of scrotum', 'Scrotal hypoplasia', 'Underdeveloped scrotum', 'Hypoplastic scrotum', 'Hypoplasia of scrotum'}
HP:0030278	UMLS	C4022540	{'Hypoplastic vertebral pedicle'}
HP:0030279	UMLS	C4022539	{'Hypoplastic L5 vertebral pedicle'}
HP:0030280	SNOMEDCT_US	249705009	Gap in ribs
HP:0030280	UMLS	C0426827	{'Rib gap'}
HP:0030281	UMLS	C4022538	{'Cervical C3/C4 vertebral fusion'}
HP:0030282	UMLS	C1842696	{'Posterior rib gap', 'Dorsal rib defect', 'Posterior gaps in ribs'}
HP:0030283	SNOMEDCT_US	422474003	Partial absence of septum pellucidum (disorder)
HP:0030283	UMLS	C1827299	{'Partial absence of the septum pellucidum'}
HP:0030284	UMLS	C4022537	{'Triangular tongue', 'Triangle shaped tongue'}
HP:0030285	UMLS	C4022536	{'Splayed superior cerebellar peduncle'}
HP:0030286	UMLS	C4022535	{'Atrophic superior cerebellar peduncle'}
HP:0030290	UMLS	C2675562	{'Absence of sacrum ossification', 'Unossified sacrum'}
HP:0030292	UMLS	C4022533	{'Tibial metaphyseal irregularity'}
HP:0030293	UMLS	C4022532	{'Irregularity of wide portion of calf bone', 'Fibular metaphyseal irregularity'}
HP:0030294	UMLS	C4022531	{'Metaphyseal chondromatosis of tibia'}
HP:0030295	UMLS	C4022530	{'Metaphyseal chondromatosis of femur'}
HP:0030296	UMLS	C4022529	{'Metaphyseal chondromatosis of radius'}
HP:0030297	UMLS	C4022528	{'Metaphyseal chondromatosis of ulna'}
HP:0030298	UMLS	C4021860	{'Metaphyseal chondromatosis of humerus'}
HP:0030300	UMLS	C4022526	{'10 pairs of ribs'}
HP:0030301	UMLS	C4022525	{'Abnormality of the anterior commissure'}
HP:0030302	UMLS	C1851087	{'Agenesis of the anterior commissure'}
HP:0030303	UMLS	C4022524	{'Hypoplastic anterior commissure'}
HP:0030305	UMLS	C4022522	{'Decreased number of vertebrae'}
HP:0030306	UMLS	C4022521	{'11 thoracic vertebrae'}
HP:0030308	UMLS	C4022519	{'Flared outermost metaphysis of shankbone', 'Flared outermost metaphysis of shinbone', 'Flared distal tibial metaphysis'}
HP:0030309	UMLS	C4022518	{'Flared distal fibular metaphysis', 'Flared outermost wide portion of of calf bone'}
HP:0030312	UMLS	C1860855	{'Obliteration of calvarial diploe', 'Obliteration of cranial cancellous bone', 'Obliteration of the calvarial diploe'}
HP:0040166	UMLS	C4073134	{'Abnormality of the periosteum'}
HP:0030318	SNOMEDCT_US	266429005	Angular cheilitis
HP:0030318	UMLS	C0221237	{'perleche', 'Angular cheilosis', 'Cheilosis', 'Angular cheilitis', 'PERLECHE', 'angular cheilosis', 'Commissural cheilitis', 'Red and sore corners of the mouth', 'Perleche', 'Angular stomatitis', 'Perl\\xc3\\xa8che', 'Inflammation of oral commisures', 'angular stomatitis', 'Angular Cheilitis', 'Cheilitis, angular', 'Inflammation of corners of the mouth', 'stomatitis angular', 'angular cheilitis'}
HP:0100825	MSH	D002613	Cheilitis
HP:0100825	SNOMEDCT_US	7847004	Cheilitis
HP:0100825	UMLS	C0007971	{'lip inflammation', 'Cheilitis', 'inflammation lip', 'Inflammation of the lips', 'Cheilitides', 'inflammation lips', 'CHELITIS', 'chelitis', 'Cheilitis NOS', 'cheilitis', 'CHEILITIS'}
HP:0100825	UMLS	C4280288	{'Red and sore lips'}
HP:0030320	UMLS	C4022513	{'Increased intervertebral space'}
HP:0030322	UMLS	C1868737	{'Vertebral artery hypoplasia'}
HP:0030323	UMLS	C3279090	{'Vertebral artery hypoplasia, unilateral', 'Unilateral vertebral artery hypoplasia'}
HP:0030324	UMLS	C4022511	{'Bilateral vertebral artery hypoplasia'}
HP:0030325	UMLS	C4022510	{'Cervicomedullary schisis'}
HP:0030326	UMLS	C4022509	{'Abnormal macrophage count'}
HP:0030327	UMLS	C4022508	{'Abnormal osteoclast count'}
HP:0030328	UMLS	C4022507	{'Decreased osteoclast count'}
HP:0030329	UMLS	C3549703	{'Retinal thinning'}
HP:0030330	UMLS	C4022506	{'Multinucleated giant chondrocytes in epiphyseal cartilage'}
HP:0030331	UMLS	C4022505	{'Impaired stimulus-induced skin wrinkling'}
HP:0030333	UMLS	C4022503	{'Abnormal alpha-beta T cell morphology'}
HP:0030334	UMLS	C4022502	{'Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology'}
HP:0030335	UMLS	C4021859	{'Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count'}
HP:0030336	UMLS	C4021039	{'Absence of CD4+CD25+ T regulatory cells', 'Absence of CD4-positive, CD25-positive regulatory T cells', 'Absence of CD4+CD25+ Tregs'}
HP:0030337	UMLS	C4022501	{'Elevated CD4-positive, CD25-positive regulatory T cell count'}
HP:0030339	UMLS	C4072887	{'Decreased circulating gonadotropin level'}
HP:0030341	UMLS	C4072889	{'Decreased circulating follicle stimulating hormone level'}
HP:0030344	UMLS	C4072890	{'Decreased circulating luteinising hormone level', 'Decreased circulating luteinizing hormone level'}
HP:0030349	UMLS	C4072894	{'Decreased circulating androgen level'}
HP:0030350	UMLS	C0747241	{'erythematous papule', 'Erythematous papule', 'papule erythematous', 'erythematous papules'}
HP:0030351	UMLS	C4072895	{'Urticarial plaque'}
HP:0030353	UMLS	C4072897	{'Decreased serum insulin-like growth factor 1'}
HP:0030354	UMLS	C4072898	{'Abnormal serum interferon level'}
HP:0030355	UMLS	C4072899	{'Abnormal serum interferon-gamma level'}
HP:0030356	UMLS	C4072900	{'Increased serum interferon-gamma level'}
HP:0030357	MSH	D055752	Small Cell Lung Carcinoma
HP:0030357	SNOMEDCT_US	254632001	Small cell carcinoma of lung
HP:0030357	SNOMEDCT_US	254633006	Oat cell carcinoma of lung
HP:0030357	UMLS	C0149925	{'LUNG CANCER, SMALL CELL CARCINOMA', 'Small Cell Carcinoma of Lung', 'Lung cancer, small cell', 'PULMONARY SMALL CELL CARCINOMA <OAT CELL>', 'Small Cell Lung Carcinoma', 'cancer cell lung oat', 'Oat cell carcinoma of lung', 'Carcinoma, Small Cell Lung', 'SCCL', 'Small cell lung carcinoma', 'SMALL CELL CARCINOMA OF LUNG', 'small cell lung cancer', 'LUNG CARCINOMA, SMALL CELL', 'Small Cell Neuroendocrine Carcinoma of the Lung', 'Small Cell Cancer Of The Lung', 'Small cell lung cancer', 'small cell lung cancer (SCLC)', 'oat cell carcinoma of lung', 'Lung Small Cell Neuroendocrine Carcinoma', 'small cell carcinoma of lung', 'lung cancer, small cell', 'oat cell cancer', 'Oat Cell Lung Cancer', 'LUNG CARCINOMA, OAT CELL', 'Small Cell Carcinoma of the Lung', 'Oat Cell Lung Carcinoma', 'Oat cell lung cancer', 'oat cell lung cancer', 'SMALL CELL CANCER OF THE LUNG', 'SCLC', 'Lung Oat Cell Carcinoma', 'Oat Cell Carcinoma of the Lung', 'small cell carcinoma of the lung', 'sclc', 'small cell lung carcinoma', 'OAT CELL CARCINOMA OF LUNG', 'small cell carcinoma', 'Small Cell Neuroendocrine Carcinoma of Lung', 'Small Cell Lung Cancer', 'Small cell carcinoma of lung', 'SCLC1', 'Oat Cell Carcinoma of Lung', 'Lung Small Cell Carcinoma', 'lung cancer oat cell', 'cancer cell lung small', 'PULMONARY SMALL CELL CARCINOMA OAT CELL'}
HP:0030359	SNOMEDCT_US	254634000	Squamous cell carcinoma of lung
HP:0030359	UMLS	C0149782	{'squamous cell carcinoma lung', 'Lung Squamous Cell Carcinoma', 'Epidermoid Cell Lung Carcinoma', 'lung cancer, squamous cell', 'Epidermoid Cell Carcinoma of the Lung', 'non-oat cell lung cancer, squamous cell', 'carcinoma cell lung squamous', 'lung cancer, epidermoid', 'carcinoma cell lungs squamous', 'Squamous Cell Carcinoma of Lung', 'cancers cell lung squamous', 'SQUAMOUS CELL CARCINOMA OF LUNG', 'squamous cell cancer lung', 'lung cancer squamous cell', 'Epidermoid Cell Carcinoma of Lung', 'squamous cell lung carcinoma', 'Squamous cell lung carcinoma', 'cancer cell lungs squamous', 'Squamous Cell Lung Carcinoma', 'cancer cell lung squamous', 'squamous cell lung cancer', 'epidermoid lung cancer', 'squamous cell carcinoma of lung', 'lung squamous cell carcinoma', 'Squamous Cell Carcinoma of the Lung', 'Squamous Cell Lung Cancer', 'cancer cells lung squamous'}
HP:0030360	SNOMEDCT_US	254629004	Large cell carcinoma of lung
HP:0030360	UMLS	C0345958	{'large cell cancer lung', 'lung cancer, anaplastic large cell', 'Lung Large Cell Carcinoma', 'Anaplastic Lung Carcinoma', 'Large Cell Lung Carcinoma', 'lung cancer large cell', 'lung cancer, large cell', 'large cell lung carcinoma', 'undifferentiated large cell lung cancer', 'Large Cell Carcinoma of the Lung', 'carcinoma cell large lung', 'Large Cell Carcinoma of Lung', 'Large Cell Undifferentiated Lung Carcinoma', 'large cell carcinoma lung', 'carcinoma cell large lungs', 'large cell carcinoma of lung', 'Large Cell Lung Cancer', 'Large cell lung carcinoma', 'lung cancer, undifferentiated large cell', 'large cell lung cancer', 'anaplastic large cell lung cancer', 'cancer cells large lung'}
HP:0030362	UMLS	C4072902	{'Reduced muscle carnitine level'}
HP:0030363	UMLS	C4072903	{'Primary Caesarian section'}
HP:0030364	UMLS	C4072904	{'Secondary Caesarian section'}
HP:0030365	MSH	D016064	Vaginal Birth after Cesarean
HP:0030365	UMLS	C0080301	{'Vaginal birth after cesarean', 'Vaginal Birth after Cesareans', 'Vaginal birth after Caesarian', 'Vaginal Birth After Cesarean', 'Vaginal Births after Cesarean', 'Vaginal Birth after Caesarean Delivery', 'Vaginal Birth after Cesarean Delivery', 'vaginal birth after caesarean', 'vaginal birth after cesarean', 'vaginal births after cesarean', 'Vaginal Birth after Caesarean', 'Vaginal Birth after Cesarean', 'VBAC'}
HP:0030366	UMLS	C4072905	{'Delivery by Odon device'}
HP:0030367	UMLS	C4072906	{'Finger hyperphalangy'}
HP:0030368	UMLS	C4072907	{'Hyperphalangy of the 2nd finger', 'Hyperphalangy of index finger'}
HP:0030369	UMLS	C4072908	{'Induced vaginal delivery'}
HP:0030370	UMLS	C4072909	{'Abnormal proportion of naive B cells'}
HP:0030371	UMLS	C4072910	{'Increased proportion of naive B cells'}
HP:0030372	UMLS	C4072911	{'Decreased proportion of naive B cells'}
HP:0030373	UMLS	C4072912	{'Abnormal proportion of memory B cells'}
HP:0030374	UMLS	C4072913	{'Decreased proportion of memory B cells'}
HP:0030375	UMLS	C4072914	{'Increased proportion of memory B cells'}
HP:0030376	UMLS	C4072915	{'Abnormal proportion of immature B cells', 'Abnormal proportion of CD19+/CD21low B cells'}
HP:0030377	UMLS	C4072916	{'Increased proportion of immature B cells', 'Increased proportion of CD19+/CD21low B cells'}
HP:0030378	UMLS	C4072917	{'Decreased proportion of immature B cells', 'Decreased proportion of CD19+/CD21low B cells'}
HP:0030379	UMLS	C4072918	{'Abnormal proportion of CD19+CD38+IgM+ cells', 'Abnormal proportion of transitional B cells'}
HP:0030380	UMLS	C4072919	{'Decreased proportion of transitional B cells', 'Decreased proportion of CD19+CD38+IgM+ cells'}
HP:0030381	UMLS	C4072920	{'Increased proportion of transitional B cells', 'Increased proportion of CD19+CD38+IgM+ cells'}
HP:0030383	UMLS	C4072921	{'Abnormal proportion of marginal zone B cells'}
HP:0030384	UMLS	C4072922	{'Decreased proportion of marginal zone B cells'}
HP:0030385	UMLS	C4072923	{'Increased proportion of marginal zone B cells'}
HP:0030386	UMLS	C4072924	{'Abnormal proportion of CD19+CD27+IgD- cells', 'Abnormal proportion of class-switched memory B cells'}
HP:0030387	UMLS	C4073288	{'Increased proportion of class-switched memory B cells', 'Increased proportion of CD19+CD27+IgD- cells'}
HP:0030388	UMLS	C4072925	{'Decreased proportion of class-switched memory B cells', 'Decreased proportion of CD19+CD27+IgD- cells'}
HP:0030389	UMLS	C4072926	None
HP:0030390	UMLS	C4072927	None
HP:0030391	UMLS	C4072928	{'Spoken Word Recognition Deficit'}
HP:0030392	MSH	C562943	None
HP:0030392	SNOMEDCT_US	88252006	Choroid plexus papilloma, malignant
HP:0030392	UMLS	C0431109	{'Anaplastic Choroid Plexus Papilloma', 'CARCINOMA, CHOROID PLEXUS, MALIGNANT', 'Choroid Plexus Carcinoma', 'Cancer of Choroid Plexus', 'Cancer of the Choroid Plexus', 'Choroid plexus carcinoma', 'CPC', 'CHOROID PLEXUS CARCINOMA', 'Choroid Plexus Cancer', 'Carcinoma of Choroid Plexus', 'Carcinoma of the Choroid Plexus', 'choroid plexus carcinoma'}
HP:0030393	SNOMEDCT_US	699817008	Neoplasm of endolymphatic sac
HP:0030393	UMLS	C2348239	{'endolymphatic sac tumor', 'aggressive papillary tumor of the temporal bone', 'Aggressive Papillary Tumor of the Temporal Bone', 'ELST', 'Endolymphatic sac tumor', 'Heffner tumor', 'Low-grade adenocarcinoma of endolymphatic sac origin', 'Aggressive papillary middle ear tumor', 'Endolymphatic Sac Tumor'}
HP:0030394	MSH	D005185	Fallopian Tube Neoplasms
HP:0030394	SNOMEDCT_US	276870001	Carcinoma of fallopian tube
HP:0030394	UMLS	C0238122	{'cancer of the fallopian tube', 'Fallopian tube cancer', 'FALLOPIAN TUBE CANCER, CARCINOMA', 'fallopian tube carcinoma', 'Fallopian tube carcinoma', 'Cancers, Fallopian Tube', 'FALLOPIAN TUBE, CARCINOMA', 'Fallopian Tube Cancer', 'Cancer of Fallopian Tube', 'Carcinoma of the Fallopian Tube', 'Carcinoma of Fallopian Tube', 'Cancer of the Fallopian Tube', 'Cancer, Fallopian Tube', 'fallopian tube cancer', 'Fallopian Tube Cancers', 'Fallopian Tube Carcinoma'}
HP:0030396	UMLS	C4072929	{'Abnormal platelet granule secretion'}
HP:0030397	UMLS	C4072930	{'Abnormal platelet dense granule secretion'}
HP:0030398	UMLS	C4072931	{'Abnormal platelet ATP dense granule secretion'}
HP:0030399	UMLS	C4072932	{'Abnormal platelet alpha granule secretion'}
HP:0030400	UMLS	C4072933	{'Abnormal platelet lysosome secretion'}
HP:0030401	UMLS	C4072934	{'Abnormal platelet dense granule ATP/ADP ratio'}
HP:0030403	MSH	C566800	None
HP:0030403	UMLS	C1868263	{'PLATELET AGGREGATION, SPONTANEOUS', 'Spontaneous platelet aggregation', 'Platelet Aggregation, Spontaneous'}
HP:0030404	MSH	D005935	Glucagonoma
HP:0030404	SNOMEDCT_US	128855009	Alpha cell tumor
HP:0030404	SNOMEDCT_US	16424000	Glucagonoma syndrome
HP:0030404	SNOMEDCT_US	302823005	Alpha cell adenoma
